Name,MRP,Rate,Discount,Ratings,Packing
MotherTree Nutra Curcumin Turmeric Extract 500mg Capsule,1500.0,1275.0,15.0,,bottle of 60 capsules
Dr. Ethix's Tulsi Drop,185.0,179.0,3.0,,bottle of 30 ml Drop
Yuvika Karela Seeds - Momordica Charantia - Bitter Gourd,299.0,193.0,35.0,,packet of 100 gm Seeds
Billion Cheers Omega 3 Vegetarian Capsules,999.0,999.0,0.0,,bottle of 60 vegicaps
Dark Forest Neem Powder,349.0,314.0,10.0,,packet of 200 gm Powder
Shrimad Karela Jamun Neem Ras,190.0,177.0,7.0,,bottle of 500 ml Juice
Yuvika Tulsi Patta Powder - Ocimum Sanctum - Tulsi Leaves Powder,299.0,170.0,43.0,,packet of 100 gm Powder
Bhumija Lifesciences Neem Leaf Juice Sugar Free,489.0,318.0,35.0,,bottle of 1 Ltr Juice
Yuvika Karela Seeds - Momordica Charantia - Bitter Gourd,449.0,291.0,35.0,,packet of 200 gm Seeds
Lama Neem Churn,65.0,58.0,10.0,,bottle of 100 gm Churna
Greeniche Omega-3 Extract 800mg Capsule,1899.0,1424.0,25.0,,bottle of 60 capsules
Alvizia Omega 3 Fish Oil 1000mg Softgel Capsules,799.0,345.0,57.0,,bottle of 30 soft gelatin capsules
BeSure Karela Juice,225.0,188.0,16.0,,bottle of 500 ml Juice
Afflatus Panch Tulsi Juice Sugar Free,250.0,222.0,11.0,,bottle of 500 ml Juice
Jeevan Ras Sugarcane Root Juice,200.0,178.0,11.0,,bottle of 500 ml Juice
Jeevan Ras Neem Leaf Juice,130.0,125.0,4.0,,bottle of 250 ml Juice
SBL Arsenicum Album 0/12 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Vitaminhaat Curcumin Capsule,2199.0,1869.0,15.0,,bottle of 90 capsules
Yuvika Magaj Neem - Neem Niboli - Azadirachta Indica Seeds,399.0,258.0,35.0,,packet of 200 gm Seeds
Organic Wellness OW' Real Tulsi Herbal Infusion Bags Indain Rose,149.0,144.0,3.0,,box of 25 tea bags
Good Health Garlic Veg Capsule,720.0,641.0,11.0,,bottle of 60 capsules
TVS Biotech Curcumin Capsule,595.0,506.0,15.0,,bottle of 60 capsules
Indian Herbal Valley Neem Powder,89.0,87.0,2.0,,bottle of 100 gm Powder
Livebasil Combo Pack of Stevia 10ml and Tulsi 20ml Drop,480.0,432.0,10.0,,combo pack of 2 Packs
Herb Essential Karela Powder,150.0,127.0,15.0,,packet of 100 gm Powder
Yuvika Amba Haldi - Jangli Haldi - Curcuma Aromatica - Wild Turmeric,249.0,161.0,35.0,,packet of 100 gm Pack
Sri Nature Ayur Neem Powder,340.0,323.0,5.0,,bottle of 1000 gm Powder
Organic Wellness OW' Real Tulsi Herbal Infusion Blend Indian Rose,199.0,191.0,4.0,,Tin of 100 gm Powder
Organic Wellness OW' Real Tulsi Herbal Infusion Blend Green Tea Premium,249.0,221.0,11.0,,Tin of 100 gm Powder
Herb Essential Giloy Powder,399.0,323.0,19.0,,box of 227 gm Powder
Bliss Welness Lipid Bliss + Phytosterols with Omega 3 6 9 for Cholesterol Control Vegetarian Capsule,999.0,849.0,15.0,,bottle of 60 capsules
Tansukh Karela Churna,105.0,103.0,2.0,,bottle of 100 gm Churna
HealthOxide 95% Curcumin+ Piperine Capsule,1199.0,778.0,35.0,,bottle of 60 capsules
Permacare Omegatone 1000mg Natural Fish Oil Capsule,1350.0,1350.0,0.0,,bottle of 100 capsules
SBL Arsenicum Album 0/13 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
YC Care Giloy Tulsi Juice,732.0,621.0,15.0,,bottle of 1000 ml Juice
Bliss Welness Cardio Bliss + Omega 3 6 9 Softgel,699.0,594.0,15.0,3.5,bottle of 60 capsules
GAIA Tulsi Green Tea,190.0,182.0,4.0,3.7,box of 25 tea bags
Velicia All Season Tulsi Drops,380.0,323.0,15.0,,bottle of 20 ml Liquid
Fitspire Fit Curcumin Capsule,999.0,599.0,40.0,,bottle of 60 capsules
AIWO Curcumin Rich 500mg Capsule,3750.0,3563.0,5.0,4,bottle of 180 capsules
Herbinox Curcumin Veg Capsule,1225.0,698.0,43.0,,bottle of 60 vegicaps
SBL Arsenicum Album 0/14 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Mewar Impex Tulsi Seed (Tukmaria),150.0,129.0,14.0,,packet of 100 gm Seeds
"Unifibe Apple Cider Vinegar with Ginger, Garlic, Lemon & Honey",699.0,559.0,20.0,,bottle of 500 ml Liquid
Mesmara Herbal Neem Powder,149.0,142.0,4.0,,packet of 100 gm Powder
Neutra Leaf Curcumin Capsule,1999.0,1699.0,15.0,,bottle of 120 capsules
Vitrovea Double Strength Fish Oil 1000mg Softgels,1799.0,1529.0,15.0,,bottle of 120 soft gelatin capsules
Herbal Valley Turmeric Curcumin with Bioperine 800mg Capsule,1999.0,1699.0,15.0,,bottle of 60 capsules
Shivalik Herbals Garlic- Lasuna 500mg Capsule Pack of 2,570.0,485.0,15.0,,bottle of 60 capsules
Bliss Welness Cardio Bliss + Omega 3 6 9 Vegetarian Capsule,1619.0,1037.0,36.0,,bottle of 120 capsules
Lama Karela Churn,65.0,58.0,10.0,,bottle of 100 gm Churna
Eco Foods Curcumin C3 Complex Veg Caps,1800.0,1764.0,2.0,,bottle of 90 vegicaps
SBL Arsenicum Album 0/11 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
SBL Arsenicum Album 0/7 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Jain Neem Capsule,135.0,122.0,9.0,4,bottle of 60 capsules
SBS Panch Tulsi Swaras Sugar Free,190.0,165.0,13.0,,bottle of 500 ml Juice
Enorgen Omega 3 Fish Oil Softgels,646.0,646.0,0.0,,bottle of 60 soft gelatin capsules
Vitro Naturals Karela Jamun Juice,220.0,207.0,6.0,4.3,bottle of 500 ml Juice
Pragna Karela Powder Pack of 2,120.0,118.0,1.0,,packet of 90 gm Powder
Vadira Giloy Capsule,1008.0,958.0,5.0,,box of 100 capsules
Vitrovea Natural Strength Fish Oil 1000mg Softgels,899.0,899.0,0.0,,bottle of 90 soft gelatin capsules
Vahdam Teas Turmeric Wellness Kit (2gm Each),799.0,639.0,20.0,,box of 60 tea bags
Aadar Jeevani Powder,150.0,147.0,2.0,,bottle of 100 gm Powder
NutrActive Wild Turmeric Powder,285.0,242.0,15.0,,jar of 150 gm Powder
Vitro Naturals Certified Organic Neem Juice,240.0,221.0,8.0,,bottle of 500 ml Juice
Neutra Leaf Garlic 500mg Capsule,999.0,849.0,15.0,,bottle of 120 capsules
Vitrovea Natural Strength Fish Oil 1000mg Softgels,1599.0,1359.0,15.0,,bottle of 180 soft gelatin capsules
PHS Tulsica Aromatic Herbal Drop with Alove Vera 10gm Gel Free,245.0,169.0,31.0,,bottle of 15 ml Drop
NutrActive Karela Powder,120.0,118.0,1.0,,packet of 100 gm Powder
Good Health Curcumin Veg Capsule,900.0,801.0,11.0,,bottle of 60 capsules
Vaddmaan Curcumin++ Vegetarian Capsules,980.0,608.0,38.0,,bottle of 60 vegicaps
HealthVit Boswellia Turmeric 500mg Capsule,1000.0,690.0,31.0,,bottle of 60 capsules
Natural Tulsi Capsule,999.0,600.0,40.0,,bottle of 60 capsules
Yuvika Giloy Sabut - Geeloh - Guduchi - Tinospora Cordifolia,249.0,205.0,17.0,,packet of 100 gm Pack
Dr. Vaidya's Ayurvedic Students Pack,860.0,688.0,20.0,,combo pack of 7 Packs
PHS Neem Ras with Aloe Vera Gel 10gm Free,120.0,115.0,4.0,,bottle of 450 ml Juice
Aadar Stay. Pro. Active. 500mg Capsule,749.0,599.0,20.0,,bottle of 60 capsules
Veda Maxx Nutrition Curcumin Capsule,2499.0,2124.0,15.0,,bottle of 60 capsules
Qurejin 300 Softgel Capsule,1099.0,1039.0,5.0,,strip of 10 soft gelatin capsules
JJW Mart Giloy,345.0,328.0,5.0,,packet of 250 gm Pack
Vitaminhaat Curcumin Joint Support Formula Capsule,2999.0,2549.0,15.0,,bottle of 75 capsules
Akiva Green Tea Apple Cider Vinegar Drink (40ml Each),1200.0,1080.0,10.0,,combo pack of 30 bottles
Yuvika Kashmiri Lehsun - Snow Mountain Garlic,349.0,287.0,17.0,4.4,packet of 50 gm Pack
Bjain Arsenicum Album Dilution 12 CH,40.0,38.0,5.0,,bottle of 10 ml Dilution
Yuvika Krishan Tulsi Seeds - Ocimum Sanctum - Tulsi Seeds,349.0,192.0,45.0,4.3,packet of 200 gm Seeds
Organic Wellness OW' Real Tulsi Herbal Infusion Bags Sweet Neem,139.0,124.0,10.0,,box of 25 tea bags
Way2Herbal Neem Powder,680.0,578.0,15.0,,packet of 1 kg Powder
Organic Wellness OW' Real Tulsi Herbal Infusion Bags Green Tea Premium,199.0,191.0,4.0,,box of 25 tea bags
Natural Neem 500mg Capsule,999.0,600.0,40.0,,bottle of 60 capsules
Dindayal Aushadhi Karela  Capsule,132.0,129.0,2.0,,bottle of 60 capsules
Yuvika Amba Haldi - Jangli Haldi - Curcuma Aromatica - Wild Turmeric,399.0,327.0,18.0,,packet of 400 gm Pack
Yuvika Kashmiri Lehsun - Snow Mountain Garlic,1499.0,1244.0,17.0,4.4,packet of 400 gm Pack
Myvitaa Mah Curcumin 500mg Veggie Caps,750.0,713.0,5.0,,bottle of 60 capsules
Setu Turme Rich Turmeric 250 mg Curcumin Capsule,425.0,370.0,13.0,,bottle of 10 capsules
Bliss Welness Cardio Bliss + Omega 3 6 9 Vegetarian Capsule,899.0,764.0,15.0,,bottle of 60 capsules
Organic Wellness OW'HEAL Tulsi Plus Capsule,299.0,290.0,3.0,,bottle of 90 capsules
Novel Nutrients Haridra (Curcumin) 1000mg Capsule,950.0,808.0,15.0,,bottle of 60 capsules
Vitrovea 3X Triple Strength Fish Oil Ultra Softgels,1999.0,1999.0,0.0,,bottle of 90 soft gelatin capsules
Pure Nutrition Garlic Liquid Filled (Odourless) Capsule,499.0,364.0,27.0,,box of 30 capsules
Zindagi Neem Capsule,282.0,174.0,38.0,,bottle of 60 capsules
Vedi Neem 500mg Capsule,325.0,315.0,3.0,,bottle of 60 capsules
Basic Ayurveda Karela (Bitter Gourd) Tablet,125.0,125.0,0.0,,bottle of 40 tablets
Purayati Omega Supplement Vegetarian Capsule,1840.0,1656.0,10.0,,bottle of 90 vegicaps
Organic Wellness OW' Real Tulsi Herbal Infusion Bags Lemon,149.0,133.0,10.0,,box of 25 tea bags
Biotrex Karela 500mg Capsule,390.0,293.0,25.0,,bottle of 60 capsules
Geo Fresh Organic Curcumin Capsule,750.0,675.0,10.0,,bottle of 90 capsules
Limitra Omega Flax 500mg Capsule,999.0,699.0,30.0,,bottle of 60 capsules
Bjain Arsenicum Album Dilution 12 CH,85.0,79.0,7.0,,bottle of 30 ml Dilution
SBL Arsenicum Album 0/8 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
SBS Dev Aloevera Juice with Tulsi,300.0,260.0,13.0,,bottle of 1000 ml Juice
Herbal Hills Karela Powder Pack of 2,150.0,145.0,3.0,,bottle of 100 gm Powder
Yuvika Amba Haldi Powder - Jangli Haldi - Curcuma Aromatica - Wild Turmeric Powder,299.0,211.0,29.0,3.7,packet of 200 gm Powder
Sharrets Karela Jamun Juice Unflavoured,445.0,377.0,15.0,,bottle of 946 ml Juice
Ayurvedic Life Neem Capsule,1785.0,1517.0,15.0,,bottle of 700 capsules
Axiom Herbasip Karela Jamun Herbal Shot (50ml Each),180.0,166.0,7.0,,box of 6 bottles
ProFoods ARA 10% (Omega 6),1550.0,1364.0,12.0,,packet of 125 gm Powder
Bixa Botanical Tulsi Extract (Ocimum Sanctum) 1% Usrolic Acid 450mg Veg Capsule,489.0,430.0,12.0,,bottle of 60 capsules
Novel Nutrients Haridra (Curcumin) 500mg Capsule,700.0,595.0,15.0,,bottle of 60 capsules
Herbinox Giloy Veg Capsule,599.0,431.0,28.0,,bottle of 60 vegicaps
Nutriley CRD Ayurveda Tulsi Jeewan Drop,220.0,213.0,3.0,,bottle of 30 ml Drop
Biotrex Tulsi 250mg Capsule,390.0,321.0,17.0,,bottle of 60 capsules
Madren Healthcare Turmeric 500mg Capsule,649.0,357.0,45.0,,bottle of 60 capsules
Myvitaa Garlic 500mg Capsule,450.0,428.0,5.0,,bottle of 60 capsules
Way2Herbal Neem Capsule,1965.0,1670.0,15.0,,bottle of 700 capsules
GNC Odorless Super Garlic 1100mg Tablet,3499.0,2694.0,23.0,,bottle of 100 tablets
Bhumija Lifesciences Turmeric 400mg Capsule,459.0,294.0,36.0,,bottle of 60 capsules
Tansukh Neem Patra Capsule,130.0,127.0,2.0,,bottle of 60 capsules
Vitro Naturals Certified Organic Neem Juice,365.0,310.0,15.0,,bottle of 1 Ltr Juice
SBL Arsenicum Album 0/25 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Bixa Botanical Turmeric Forte 95% Curcuminoids 450mg Vegetarian Capsule,789.0,694.0,12.0,,bottle of 60 capsules
NutrActive Karela Powder,175.0,149.0,15.0,,jar of 150 gm Powder
Herb Essential Karela Powder,700.0,525.0,25.0,,bottle of 1 kg Powder
Limitra Garlic 500mg Capsule,999.0,699.0,30.0,,bottle of 60 capsules
Ayurvedic Life Neem Powder,600.0,510.0,15.0,,packet of 1 kg Powder
Indian Remedies Extract of Neem Capsule,110.0,108.0,2.0,,bottle of 50 capsules
Bhumija Lifesciences Garlic 250mg Capsule,325.0,239.0,26.0,,bottle of 60 capsules
ByGrandma Combo Porridge Mix for 12+ Months Babies,350.0,350.0,0.0,,combo pack of 5 Packs
Bixa Botanical Neem Vegetarian Capsule,489.0,430.0,12.0,,bottle of 60 capsules
SBL Arsenicum Album 0/16 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Novel Nutrients Haridra (Curcumin) 300mg Capsule,500.0,425.0,15.0,,bottle of 60 capsules
Mint Veda Karela Jamun Juice No Added Sugar,749.0,349.0,53.0,,bottle of 1000 ml Juice
Butterfly Ayurveda Suprabhat Chai Green Tea Leaves with Tulsi,425.0,391.0,8.0,,packet of 100 gm Leaves
Madren Healthcare Garlic 250mg Capsule,215.0,211.0,2.0,,bottle of 60 capsules
Setu Turme Rich Turmeric 250 mg Curcumin Capsule,1100.0,968.0,12.0,,bottle of 30 capsules
Choonkar Turmeric Oil,499.0,424.0,15.0,,bottle of 60 ml Oil
Bioven Curcumin Extract 400mg Vegetarian Capsules,600.0,438.0,27.0,,bottle of 60 vegicaps
SBL Arsenicum Album 0/20 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Bjain Arsenicum Album Dilution 12 CH,145.0,131.0,9.0,,bottle of 100 ml Dilution
Organic Wellness OW' Real Tulsi Herbal Infusion Blend Sweet Neem,179.0,160.0,10.0,,Tin of 100 gm Powder
Dr. Patkar's Turmeric Vinegar with Mother,670.0,550.0,18.0,,bottle of 500 ml Liquid
Dr Chopra Tulsi Plus Xtra,196.0,190.0,3.0,,bottle of 20 ml Liquid
Shivalik Herbals Neem 500mg Capsule Pack of 2,570.0,485.0,15.0,,bottle of 60 capsules
Akiva Wheatgrass Lemon Coriander Drink (40ml Each),600.0,540.0,10.0,,combo pack of 15 bottles
Neutra Leaf Neem Extract 500mg Capsule,799.0,679.0,15.0,,bottle of 120 capsules
Herbal Hills Neemhills Capsule,425.0,361.0,15.0,,bottle of 120 capsules
Naturz Ayurveda Karela 450mg Capsule,1830.0,1501.0,18.0,,bottle of 700 capsules
Nisarga Herbs Neem Veggie Caps,300.0,291.0,3.0,,bottle of 60 vegicaps
Way2Herbal Turmeric Powder,1115.0,948.0,15.0,,packet of 1 kg Powder
SBL Arsenicum Album 0/24 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Swadeshi Neem Vati,75.0,71.0,5.0,4.6,bottle of 88 tablets
Vitro Naturals Certified Organic Karela Juice,275.0,253.0,8.0,,bottle of 500 ml Juice
Aadar Respi Safe 500mg Capsule,600.0,480.0,20.0,,jar of 60 capsules
Vadira Garlic Tablet,1000.0,950.0,5.0,,box of 100 tablets
Biotrex Neem 250mg Capsule,250.0,231.0,7.0,,bottle of 60 capsules
Naturz Ayurveda Turmeric Powder,890.0,730.0,18.0,,packet of 1 kg Powder
SBL Arsenicum Album 0/18 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Naturz Ayurveda Neem Powder,570.0,468.0,18.0,,packet of 1 kg Powder
Jeevan Ras Karela Juice,200.0,178.0,11.0,,bottle of 500 ml Juice
Yuvika Krishan Tulsi Seeds - Ocimum Sanctum - Tulsi Seeds,599.0,479.0,20.0,4.3,packet of 400 gm Seeds
SBL Arsenicum Album 0/9 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Herb Essential Karela Powder,399.0,299.0,25.0,,box of 227 gm Powder
Dr Chopra 5Tulsi Drop,237.0,201.0,15.0,,bottle of 30 ml Drop
Mewar Impex Tulsi Leaf Powder,150.0,146.0,2.0,,packet of 100 gm Powder
ProFoods ARA 10% (Omega 6),3460.0,3113.0,10.0,,packet of 350 gm Powder
Dr. Vaidya's Daily Ayurvedic Pack,650.0,534.0,18.0,,combo pack of 4 Packs
Organic Wellness OW' Real Tulsi Herbal Infusion Blend Lemon,199.0,178.0,10.0,,Tin of 100 gm Powder
Yuvika Neem Patta Powder - Azadirachta Indica - Neem Leaves,199.0,163.0,18.0,,packet of 100 gm Powder
Saipro Karela (Bitter Gourd) Powder,300.0,255.0,15.0,,packet of 200 gm Powder
Bio Resurge Turmeric,400.0,360.0,10.0,,box of 200 gm Powder
Bixa Botanical Karela Extract (Momordica Charantia) 5% Bitters 450mg Veg Capsule,589.0,518.0,12.0,,bottle of 60 capsules
SBL Arsenicum Album 0/28 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Liv Activ Flax Seed,290.0,273.0,6.0,,sachet of 250 gm Granules
Akiva Amla Honey Ginger Drink (40ml Each),600.0,540.0,10.0,,combo pack of 15 bottles
SBL Arsenicum Album 0/15 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Organic Wellness OW' Real Tulsi Herbal Infusion Blend Green Tea Saffron,599.0,508.0,15.0,,Tin of 100 gm Powder
Yuvika Karela Seeds - Momordica Charantia - Bitter Gourd,649.0,421.0,35.0,,packet of 400 gm Seeds
Choonkar Curcumin Advanced Capsule,1499.0,1274.0,15.0,,bottle of 60 capsules
Pragna Karela Powder,220.0,213.0,3.0,,packet of 500 gm Powder
Choonkar Neem Cold Pressed Oil,199.0,193.0,3.0,,bottle of 60 ml Oil
Shivalik Herbals Karela 500mg Capsule Pack of 2,570.0,485.0,15.0,,bottle of 60 capsules
Teamyne Tulsi Green Tea (2gm Each),220.0,216.0,2.0,,packet of 25 tea bags
Yuvika Tulsi Patta Powder - Ocimum Sanctum - Tulsi Leaves Powder,379.0,314.0,17.0,,packet of 200 gm Powder
Bjain Arsenicum Album Dilution 10M CH,245.0,213.0,13.0,,bottle of 30 ml Dilution
Mewar Impex Tulsi Leaf Powder,400.0,340.0,15.0,,packet of 500 gm Powder
Yuvika Tukmaria Seed - Sabja - Ban Tulsi Seed - Ocimum Basilicum - Basil Seed,1399.0,1147.0,18.0,,packet of 2 kg Seeds
Billion Cheers Giloy Extract Vegetarian Capsules,395.0,336.0,15.0,,bottle of 60 vegicaps
Vitro Naturals Karela Juice,200.0,187.0,6.0,3.5,bottle of 500 ml Juice
Biotrex Karela Herbal Powder,150.0,143.0,4.0,,packet of 200 gm Powder
HealthVit Neem Care 400mg Capsule,160.0,142.0,11.0,,bottle of 60 capsules
Yuvika Magaj Neem - Neem Niboli - Azadirachta Indica Seeds,299.0,245.0,18.0,,packet of 100 gm Seeds
Limitra Tulsi 500mg Capsule,999.0,699.0,30.0,,bottle of 60 capsules
Yuvika Karela Bada - Momordica Charantia - Bitter Gourd Big,499.0,323.0,35.0,,packet of 400 gm Pack
Billion Cheers Garlic Extract Vegetarian Capsules,349.0,303.0,13.0,,bottle of 60 vegicaps
Krishna's Karela Juice,180.0,166.0,7.0,,bottle of 500 ml Juice
JJW Mart Garlic Flakes,785.0,628.0,20.0,,packet of 1000 gm Flakes
SBL Arsenicum Album 0/29 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
SBL Arsenicum Album 0/19 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Vedaone Karela Capsule,175.0,170.0,3.0,,bottle of 60 capsules
Akiva Wheatgrass Lemon Coriander Drink (40ml Each),1200.0,1080.0,10.0,,combo pack of 30 bottles
SBL Arsenicum Album 0/17 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Yuvika Karela Powder - Momordica Charantia - Bitter Gourd,249.0,205.0,17.0,,packet of 200 gm Powder
JJW Mart Garlic Flakes,525.0,420.0,20.0,,packet of 500 gm Flakes
JJW Mart Garlic Flakes,345.0,276.0,20.0,,packet of 250 gm Flakes
Yuvika Magaj Neem - Neem Niboli - Azadirachta Indica Seeds,699.0,453.0,35.0,,packet of 400 gm Seeds
SBL Arsenicum Album 0/22 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Mewar Impex Karela Dry Powder,150.0,146.0,2.0,,packet of 100 gm Powder
SBL Arsenicum Album 0/21 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
YC Care Karela Jamun Juice,446.0,392.0,12.0,,bottle of 1000 ml Juice
SBL Arsenicum Album 0/26 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
TVS Biotech Curcumin-P Capsule,720.0,612.0,15.0,,bottle of 60 capsules
Yuvika Neem Patta Powder - Azadirachta Indica - Neem Leaves,249.0,205.0,17.0,,packet of 200 gm Powder
Mewar Impex Karela Dry Powder,250.0,213.0,15.0,,packet of 250 gm Powder
Naturz Ayurveda Neem 350mg Capsule,465.0,386.0,17.0,,bottle of 120 capsules
Mewar Impex Karela Dry Powder,350.0,298.0,15.0,,packet of 500 gm Powder
Yuvika Karela Chota - Momordica Charantia - Bitter Gourd Small,399.0,260.0,35.0,,packet of 200 gm Pack
JJW Mart Neem,310.0,301.0,3.0,,packet of 250 gm Bark
SBL Arsenicum Album 0/27 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
JJW Mart Neem,695.0,660.0,5.0,,packet of 1000 gm Bark
SBL Arsenicum Album 0/23 LM,150.0,139.0,7.0,,bottle of 20 gm Globules
Yuvika Karela Chota - Momordica Charantia - Bitter Gourd Small,599.0,410.0,31.0,,packet of 400 gm Pack
Yuvika Karela Chota - Momordica Charantia - Bitter Gourd Small,299.0,193.0,35.0,,packet of 100 gm Pack
Yuvika Karela Bada - Momordica Charantia - Bitter Gourd Big,249.0,161.0,35.0,,packet of 100 gm Pack
Naturz Ayurveda Neem 350mg Capsule,1985.0,1608.0,19.0,,bottle of 700 capsules
Mewar Impex Tulsi Leaf Powder,220.0,187.0,15.0,,packet of 250 gm Powder
Yuvika Karela Bada - Momordica Charantia - Bitter Gourd Big,349.0,226.0,35.0,,packet of 200 gm Pack
Dark Forest Karela Powder,379.0,341.0,10.0,,packet of 200 gm Powder
Naturz Ayurveda Karela Powder,730.0,599.0,18.0,,packet of 1 kg Powder
JJW Mart Neem,525.0,499.0,5.0,,packet of 500 gm Bark
Neemef-D Tablet,85.0,85.0,0.0,,strip of 10 tablets
Neemo 100mg Tablet MD,24.0,24.0,0.0,,strip of 10 tablet md
Neemact-P Tablet,35.0,35.0,0.0,,strip of 10 tablets
Neemef Spas 10mg/250mg Tablet,30.0,30.0,0.0,,strip of 10 tablets
Neemact 100mg Tablet MD,22.0,22.0,0.0,,strip of 10 tablet md
Neemef P Syrup,38.0,38.0,0.0,,bottle of 60 ml Syrup
Kneemoov 50mg/750mg/250mg Tablet,164.8,164.8,0.0,,strip of 10 tablets
Patanjali Divya Coronil Kit,545.0,545.0,0.0,,box of 1 Kit
Dabur Immunity Kit (6 Products),550.0,468.0,15.0,4.2,Kit of 6 Packs
Basic Ayurveda Ayush 64 Tablet,320.0,294.0,8.0,,bottle of 60 tablets
Dabur Immunity Kit (3 Products),245.0,208.0,15.0,3.8,Kit of 3 Packs
Pravek Ayush Kwath (3gm Each),180.0,160.0,11.0,,box of 30 pouches
Maharishi Super Rasayana Immunity Kit,2100.0,1680.0,20.0,,Kit of 4 Packs
Jiva Ayurveda Healthcare Pack with Sugar Free Chyawanprasha,660.0,528.0,20.0,,box of 1 Kit
Natural Immunity Booster 500mg Capsule,999.0,649.0,35.0,,bottle of 60 capsules
Herbinox Instant Kadha Tablet,85.0,85.0,0.0,,strip of 10 tablets
"Nutriorg Immunity Booster Kit ( Desi Gir Cow Ghee 500ml, Vedic Chyawanprash 500gm, Immunity Booster Juice 500ml & Get Amla Juice, Aloevera Juice 300ml Each free)",3034.0,2519.0,17.0,,combo pack of 5 units
Nutriorg Immunity Booster Kit ( Amla Juice & Giloy Tulsi Neem Juice 500ml Each and High Altitude Honey 250gm),680.0,578.0,15.0,,combo pack of 3 units
"Nutriorg Immunity Booster Kit ( Giloy Amla Juice, Amla Juic, Aloevera Juice & Immunity Booster Juice 500 Each, Vedic Chyawanprash 500gm and Organic High Altitude Honey 250gm)",2000.0,1700.0,15.0,,combo pack of 6 units
"Nutriorg Immunity Booster Kit (Giloy Amla Juice & Immunity Booster Juice 500ml Each, High Alltitude Honey & Vedic Chaywanprash 250gm Each )",1250.0,1063.0,15.0,,combo pack of 4 units
Jiva Ayurveda Healthcare Pack,650.0,520.0,20.0,,box of 1 Kit
Maharishi Immunity Kit,715.0,572.0,20.0,,combo pack of 4 Packs
Nutriorg Immunity Booster Kit  (Giloy Amla Juice & Immunity Booster Juice 500ml Each and Tulsi Ark 30ml),975.0,810.0,17.0,,combo pack of 3 bottles
Lama Immunity Kit,645.0,439.0,32.0,,box of 1 Kit
"Nutriorg Immunity Booster Kit ( Vedic Chyawanprash 500gm, Giloy Tulsi Neem Juice 500ml, Organic Apple Cider Vinegar 250ml, Tulsi Ark 30ml & Organic High Altitude Honey 500gm)",1585.0,1316.0,17.0,,combo pack of 5 units
"Nutriorg Immunity Booster Kit (Giloy Tulsi Neem Juice & Immunity Booster Juice 500ml Each, Tulsi Ark 30ml)",975.0,810.0,17.0,,combo pack of 3 bottles
"Nutriorg Immunity Booster Kit (Amla Juice & Giloy Tulsi Neem Juice 500ml Each, Vedic Chyawanprash 250gm and Tulsi Ark 30ml)",915.0,760.0,17.0,,combo pack of 4 units
"Nutriorg Immunity Booster Kit ( Immunity Booster Juice & Giloy Amla Juice 500ml Each, Tulsi Ark 30ml and Certified Organic High Altitude Honey 500gm)",1355.0,1125.0,17.0,,combo pack of 4 units
Aadar Immunity Kit,1349.0,1079.0,20.0,,combo pack of 3 bottles
"Nutriorg Immunity Booster Kit ( Amla Juice & Immunity Booster Juice 500ml Each, Tulsi Ark 30ml and Vedic Chyawanprash 250gm)",1210.0,1029.0,15.0,,combo pack of 4 units
PHS Herbus Ultra Healthcare Immunity Kit,1199.0,1199.0,0.0,,packet of 1 Kit
Merlion Naturals Tulsi (Ocimum Sanctum) Tablet,299.0,260.0,13.0,,bottle of 120 tablets
Shri Nath Amla Plus Juice with Aloe Vera Gel 10gm Free,125.0,125.0,0.0,,bottle of 450 ml Juice
First Bud Organics Tulsi Giloy Papita Juice,399.0,359.0,10.0,,bottle of 750 ml Juice
Age Ayurveda Tulsi Veg Capsule,148.0,148.0,0.0,,bottle of 60 vegicaps
Wele Kof Syrup,320.0,320.0,0.0,,bottle of 100 ml Syrup
Dabur Chyawanprash Awaleha with Honey 50g Free,325.0,293.0,10.0,4.4,jar of 1 kg Paste
Swadeshi Giloy Vati,240.0,213.0,11.0,4.2,bottle of 120 tablets
Dabur Chyawanprash Awaleha,505.0,429.0,15.0,4.4,jar of 2 kg Paste
Baidyanath Chyawanprash Special,340.0,274.0,19.0,4.3,jar of 1 kg Paste
